Incident_Num,Shooting_Date,District,Shooting_Type_V2,Victim_Gender,Victim_Race,Victim_Ethnicity_NIBRS,Multi_Victim,Date
202038028,2020-06-01,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202038422,2020-06-02,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202038427,2020-06-02,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202038748,2020-06-04,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202038748,2020-06-04,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202038707,2020-06-03,B3,Non-Fatal,Female,Unknown,Unknown,f,
202039519,2020-06-06,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202039300,2020-06-05,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202039300,2020-06-05,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202039300,2020-06-05,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202039289,2020-06-05,C11,Non-Fatal,Male,White,Hispanic or Latinx,f,
202039907,2020-06-08,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202040314,2020-06-09,D4,Non-Fatal,Male,Unknown,Unknown,f,
202040541,2020-06-10,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t,
202040541,2020-06-10,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t,
202041368,2020-06-13,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202041454,2020-06-13,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202041438,2020-06-13,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202041325,2020-06-13,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202041211,2020-06-13,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202041944,2020-06-15,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202042670,2020-06-18,B2,Non-Fatal,Male,White,Hispanic or Latinx,f,
202042673,2020-06-18,D4,Non-Fatal,Male,White,Not Hispanic or Latinx,f,
202043039,2020-06-19,A7,Non-Fatal,Male,Unknown,Unknown,f,
202043886,2020-06-23,A7,Non-Fatal,Male,White,Hispanic or Latinx,f,
202043876,2020-06-23,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202044494,2020-06-24,A7,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t,
202044494,2020-06-24,A7,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t,
202045473,2020-06-28,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202044982,2020-06-26,E18,Non-Fatal,Male,Unknown,Unknown,f,
202045752,2020-06-29,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202045639,2020-06-29,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202046020,2020-06-30,B2,Fatal,Male,Black or African American,Hispanic or Latinx,t,
202046020,2020-06-30,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202046020,2020-06-30,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t,
202046079,2020-07-01,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202046053,2020-06-30,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202046372,2020-07-01,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202046395,2020-07-02,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202046393,2020-07-02,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202046657,2020-07-02,B2,Fatal,Male,White,Hispanic or Latinx,t,
202046657,2020-07-02,B2,Non-Fatal,Male,White,Hispanic or Latinx,t,
202046657,2020-07-02,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202047204,2020-07-05,C11,Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
202046620,2020-07-02,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202046959,2020-07-04,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202047186,2020-07-05,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202047188,2020-07-05,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202047194,2020-07-05,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202046946,2020-07-03,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202047141,2020-07-04,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202047141,2020-07-04,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t,
202048558,2020-07-10,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202048558,2020-07-10,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202048537,2020-07-09,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202048537,2020-07-09,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t,
202048544,2020-07-09,E13,Non-Fatal,Male,White,Hispanic or Latinx,f,
202048412,2020-07-09,C6,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
202049124,2020-07-12,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202049078,2020-07-12,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202049318,2020-07-13,B2,Non-Fatal,Male,White,Hispanic or Latinx,f,
202049270,2020-07-12,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202049500,2020-07-13,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202049803,2020-07-14,B2,Fatal,Male,White,Not Hispanic or Latinx,f,
202051124,2020-07-19,B2,Non-Fatal,Male,Unknown,Unknown,f,
202051043,2020-07-19,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202051043,2020-07-19,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202050678,2020-07-18,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202050662,2020-07-17,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202051404,2020-07-21,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202051655,2020-07-21,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
202051902,2020-07-22,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202051902,2020-07-22,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t,
202052824,2020-07-26,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202052824,2020-07-26,E13,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t,
202052816,2020-07-26,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202052804,2020-07-26,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202052556,2020-07-25,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202053270,2020-07-27,B3,Non-Fatal,Female,Black or African American,Hispanic or Latinx,f,
202053871,2020-07-29,C11,Fatal,Male,White,Hispanic or Latinx,f,
202053863,2020-07-29,B3,Non-Fatal,Male,White,Hispanic or Latinx,f,
202053909,2020-07-30,E13,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
202053920,2020-07-30,B2,Non-Fatal,Male,White,Hispanic or Latinx,f,
202054954,2020-08-02,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202054637,2020-08-01,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202054726,2020-08-02,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202054381,2020-07-31,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202055359,2020-08-04,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202055998,2020-08-06,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202056828,2020-08-09,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202056825,2020-08-09,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202056804,2020-08-08,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202056804,2020-08-08,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202057391,2020-08-11,C6,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
202057180,2020-08-10,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202058784,2020-08-16,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202058734,2020-08-15,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202058495,2020-08-14,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202060224,2020-08-21,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202060497,2020-08-21,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202060815,2020-08-23,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202061279,2020-08-24,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202061776,2020-08-26,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202061868,2020-08-26,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202062150,2020-08-27,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202062720,2020-08-30,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202062950,2020-08-30,A7,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
202062983,2020-08-31,E18,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t,
202062983,2020-08-31,E18,Non-Fatal,Male,White,Hispanic or Latinx,t,
202062978,2020-08-31,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202064687,2020-09-05,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202064507,2020-09-04,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202064647,2020-09-05,E18,Non-Fatal,Male,White,Hispanic or Latinx,f,
202064756,2020-09-05,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202064764,2020-09-05,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202064760,2020-09-05,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202064786,2020-09-06,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202064795,2020-09-06,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
202064913,2020-09-06,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202065181,2020-09-07,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202065268,2020-09-07,C6,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
202065280,2020-09-08,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
202068185,2020-09-17,A15,Fatal,Male,Unknown,Unknown,t,
202068185,2020-09-17,A15,Fatal,Male,Black or African American,Hispanic or Latinx,t,
202069241,2020-09-21,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202068459,2020-09-18,D4,Fatal,Male,Black or African American,Hispanic or Latinx,t,
202068459,2020-09-18,D4,Non-Fatal,Male,White,Hispanic or Latinx,t,
202068459,2020-09-18,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202068361,2020-09-18,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202068706,2020-09-18,D14,Non-Fatal,Male,Unknown,Unknown,f,
202068747,2020-09-19,D4,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
202069497,2020-09-22,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202069804,2020-09-23,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202070078,2020-09-24,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
202070114,2020-09-25,C6,Non-Fatal,Male,White,Hispanic or Latinx,f,
202070693,2020-09-27,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202070405,2020-09-26,B3,Non-Fatal,Male,White,Not Hispanic or Latinx,f,
202071598,2020-09-29,E5,Non-Fatal,Male,White,Hispanic or Latinx,f,
202071462,2020-09-29,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
202072972,2020-10-04,E5,Non-Fatal,Male,Unknown,Unknown,f,
202072660,2020-10-01,C11,Non-Fatal,Male,White,Not Hispanic or Latinx,f,
202072285,2020-10-02,B3,Non-Fatal,Male,White,Hispanic or Latinx,f,
202074518,2020-10-10,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202075514,2020-10-13,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202075740,2020-10-14,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202076328,2020-10-16,C11,Non-Fatal,Male,White,Hispanic or Latinx,f,
202077480,2020-10-20,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202077762,2020-10-21,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202078143,2020-10-22,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202078143,2020-10-22,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202078143,2020-10-22,B2,Non-Fatal,Female,Black or African American,Hispanic or Latinx,t,
202078143,2020-10-22,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202078749,2020-10-25,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202078757,2020-10-25,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202078214,2020-10-23,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,f,
202079474,2020-10-27,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
202079594,2020-10-27,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202080693,2020-11-01,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202079520,2020-10-27,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202081438,2020-11-04,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202081374,2020-11-03,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202081301,2020-11-03,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
P200559783,2020-11-05,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
202082464,2020-11-08,B3,Non-Fatal,Male,White,Hispanic or Latinx,t,
202082464,2020-11-08,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t,
202082464,2020-11-08,B3,Non-Fatal,Male,Unknown,Unknown,t,
202082172,2020-11-06,E13,Fatal,Male,White,Hispanic or Latinx,t,
202082172,2020-11-06,E13,Non-Fatal,Male,White,Hispanic or Latinx,t,
202082172,2020-11-06,E13,Non-Fatal,Male,White,Hispanic or Latinx,t,
202082690,2020-11-09,D14,Non-Fatal,Male,Unknown,Unknown,t,
202082690,2020-11-09,D14,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202082690,2020-11-09,D14,Non-Fatal,Male,White,Not Hispanic or Latinx,t,
202082657,2020-11-08,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202082657,2020-11-08,B3,Non-Fatal,Male,Unknown,Unknown,t,
202082187,2020-11-07,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
202082190,2020-11-07,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
202082631,2020-11-08,B2,Non-Fatal,Female,Black or African American,Hispanic or Latinx,f,
202084481,2020-11-15,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202084756,2020-11-16,E18,Fatal,Male,White,Hispanic or Latinx,f,
202086319,2020-11-22,E13,Non-Fatal,Female,Unknown,Unknown,f,
202086079,2020-11-21,C11,Non-Fatal,Male,White,Hispanic or Latinx,f,
202087123,2020-11-25,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202087271,2020-11-26,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202088035,2020-11-30,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202088466,2020-12-01,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
202089065,2020-12-04,C11,Non-Fatal,Male,Unknown,Unknown,f,
202089501,2020-12-05,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
202089435,2020-12-05,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202089242,2020-12-04,A7,Non-Fatal,Male,White,Not Hispanic or Latinx,f,
202090270,2020-12-09,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202090503,2020-12-09,E18,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
202090764,2020-12-10,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202090771,2020-12-11,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202091439,2020-12-13,E18,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202092123,2020-12-16,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
202093583,2020-12-22,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202093583,2020-12-22,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
202094487,2020-12-27,B3,Non-Fatal,Male,White,Hispanic or Latinx,f,
212000179,2021-01-01,B2,Non-Fatal,Female,Black or African American,Hispanic or Latinx,f,
212000130,2021-01-01,E18,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
212000047,2021-01-01,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212001090,2021-01-06,B3,Fatal,Male,Black or African American,Hispanic or Latinx,f,
212003106,2021-01-14,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
212003327,2021-01-15,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212003704,2021-01-17,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212004677,2021-01-22,C11,Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
212007684,2021-02-04,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212008158,2021-02-06,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212009008,2021-02-10,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212009034,2021-02-11,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212009692,2021-02-13,E13,Non-Fatal,Male,Unknown,Unknown,f,
212011290,2021-02-21,E18,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
212011355,2021-02-21,B2,Non-Fatal,Male,White,Hispanic or Latinx,f,
212012349,2021-02-25,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212014051,2021-03-04,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212014694,2021-03-07,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212014948,2021-03-08,C6,Non-Fatal,Male,White,Not Hispanic or Latinx,f,
212015585,2021-03-11,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212017427,2021-03-19,B2,Non-Fatal,Male,Unknown,Unknown,f,
212017827,2021-03-20,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212017718,2021-03-20,A15,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212018335,2021-03-22,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212019752,2021-03-28,C6,Non-Fatal,Male,White,Not Hispanic or Latinx,f,
212019379,2021-03-25,B2,Non-Fatal,Male,White,Hispanic or Latinx,f,
212020442,2021-03-31,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212020253,2021-03-30,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212020978,2021-04-01,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212021216,2021-04-03,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212023091,2021-04-10,C11,Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
212022933,2021-04-09,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
212022933,2021-04-09,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t,
212023645,2021-04-12,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212023896,2021-04-13,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212024157,2021-04-14,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212024344,2021-04-15,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
212024632,2021-04-16,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212025292,2021-04-19,E18,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
212025339,2021-04-19,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212025545,2021-04-20,C6,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
212026089,2021-04-23,C11,Non-Fatal,Male,Unknown,Unknown,f,
212026804,2021-04-25,C11,Non-Fatal,Male,Unknown,Unknown,f,
212026582,2021-04-25,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
212026582,2021-04-25,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
212026560,2021-04-24,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212026594,2021-04-25,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212027556,2021-04-28,B2,Non-Fatal,Male,White,Hispanic or Latinx,f,
212031599,2021-05-02,B3,Non-Fatal,Female,Unknown,Hispanic or Latinx,f,
212029313,2021-05-06,B2,Non-Fatal,Female,White,Hispanic or Latinx,f,
212031599,2021-05-14,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212031605,2021-05-14,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212031608,2021-05-14,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212031495,2021-05-14,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212032369,2021-05-17,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212032657,2021-05-18,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
212033817,2021-05-22,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212033989,2021-05-23,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212033400,2021-05-21,A1,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212034069,2021-05-23,B2,Fatal,Male,Unknown,Unknown,t,
212034069,2021-05-23,B2,Non-Fatal,Male,White,Hispanic or Latinx,t,
212034069,2021-05-23,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
212034323,2021-05-24,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212034237,2021-05-24,C11,Non-Fatal,Male,White,Not Hispanic or Latinx,f,
212035261,2021-05-28,B3,Non-Fatal,Male,,,f,
212035337,2021-05-28,B3,Fatal,Male,,Hispanic or Latinx,f,
212036459,2021-06-02,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212036612,2021-06-02,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212037273,2021-06-04,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212037834,2021-06-06,D4,Non-Fatal,Male,White,Hispanic or Latinx,f,
212038114,2021-06-07,B2,Fatal,Male,Black or African American,Unknown,f,
212038321,2021-06-08,B3,Non-Fatal,Male,,,f,
212038333,2021-06-08,B3,Non-Fatal,Male,,,f,
212038390,2021-06-08,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
212038390,2021-06-08,C6,Non-Fatal,Male,White,Unknown,t,
212038681,2021-06-10,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212039196,2021-06-11,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212039858,2021-06-14,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212040044,2021-06-15,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212040965,2021-06-18,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212041475,2021-06-19,D14,Non-Fatal,Male,White,Hispanic or Latinx,f,
212041733,2021-06-20,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
212041733,2021-06-20,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
212043018,2021-06-25,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212043505,2021-06-26,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212043607,2021-06-27,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212043285,2021-06-26,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212043809,2021-06-28,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
212044094,2021-06-28,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,f,
212044118,2021-06-29,B3,Non-Fatal,Male,White,Hispanic or Latinx,f,
212045685,2021-07-05,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,f,
212045678,2021-07-05,B2,Non-Fatal,Male,,,f,
212045661,2021-07-05,B3,Non-Fatal,Male,,,f,
212045549,2021-07-04,B2,Non-Fatal,Female,Black or African American,Hispanic or Latinx,f,
212045699,2021-07-05,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212046745,2021-07-09,C6,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,f,
212046950,2021-07-09,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
212046950,2021-07-09,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t,
212046950,2021-07-09,B2,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,t,
212047472,2021-07-11,B2,Non-Fatal,Male,White,Not Hispanic or Latinx,f,
212047031,2021-07-10,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212047193,2021-07-10,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t,
212047193,2021-07-10,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
212047090,2021-07-10,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,f,
212047193,2021-07-10,C11,Non-Fatal,,Black or African American,Not Hispanic or Latinx,t,
212047193,2021-07-10,C11,Non-Fatal,,Black or African American,Not Hispanic or Latinx,t,
212048551,2021-07-15,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
212048551,2021-07-15,E13,Non-Fatal,,White,Not Hispanic or Latinx,t,
212048551,2021-07-15,E13,Non-Fatal,Male,Black or African American,Unknown,t,
212048551,2021-07-15,E13,Non-Fatal,Male,Black or African American,Hispanic or Latinx,t,
212049099,2021-07-18,C11,Non-Fatal,Male,White,Hispanic or Latinx,f,
212049012,2021-07-17,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
212049012,2021-07-17,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,t,
212049526,2021-07-19,B3,Non-Fatal,Male,Black or African American,Unknown,f,
